Cell,sector_name,sector_id,focus_area,indicator_name,year,indicator_item,state_name,district_name,indicator_value,indicator_unit,source
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Crossbred Cattle Milk Production,Bihar,Supaul,2.51,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Crossbred Cattle Milk Production,Bihar,Vaishali,180.5,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Araria,105.61,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Arwal,41.53,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Aurangabad,106.86,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Banka,68.85,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Begusarai,52.66,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Bhagalpur,102.46,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Bhojpur,136.9,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Buxar,92.98,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Darbhanga,130.3,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Purbi Champaran,150.05,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Gaya,132.16,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Gopalganj,62.77,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Jamui,42.36,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Jehanabad,64.59,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Kaimur (Bhabua),118.35,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Katihar,56.49,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Khagaria,63.3,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Kishanganj,29.49,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Lakhisarai,34.61,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Madhepura,91.55,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Madhubani,151.68,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Munger,36.01,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Muzaffarpur,138.27,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Nalanda,213.99,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Nawada,60.83,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Pashchim Champaran,101.33,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Patna,196.06,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Purnea,60.65,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Rohtas,159.29,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Saharsa,92.08,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Samastipur,111.42,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Saran,90.98,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Sheikhpura,28.56,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Sheohar,22.35,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Sitamarhi,89.1,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Siwan,80.87,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Supaul,220.23,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H12,Agriculture and Allied Sectors,1,Animal Husbandry,Milk Production,2017-18,District-wise Buffalo Milk Production,Bihar,Vaishali,81.8,Thousand Million Tonnes,"Integrated Sample Survey Reports, Department of Animal Husbandry & Dairying, Government of Bihar"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Araria,27.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Arwal,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Aurangabad,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Banka,20.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Begusarai,5.9,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Bhagalpur,3.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Bhojpur,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Buxar,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Darbhanga,10.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Gaya,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Gopalganj,6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Jamui,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Jehanabad,3.2,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Kaimur (Bhabua),3.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Katihar,73,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Bachaur,Bihar,Khagaria,1.5,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
